OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025AZL,2026-05-29T00:08:15.219744,14.17896237,.0012212,98.6298,165.2227,291.4246,124.3388,0,U,30922,999,98934,.56615E-3,.1115E-4,0
FENGYUN 1C DEB,1999-025AZP,2026-05-27T08:59:23.112384,14.45915224,.00332733,98.8904,291.6407,104.5434,283.7907,0,U,30925,999,99464,.2265693E-2,.8072E-4,0
FENGYUN 1C DEB,1999-025AZQ,2026-05-28T08:57:28.209024,14.91248314,.015956,98.8226,113.3338,204.7713,154.5782,0,U,30926,999,3249,.26503E-3,.3282E-4,0
FENGYUN 1C DEB,1999-025AZR,2026-05-24T14:54:08.179200,14.09903401,.00957321,99.1699,213.1685,269.9108,89.1091,0,U,30927,999,97978,.11921013E-2,.2144E-4,0
FENGYUN 1C DEB,1999-025AZS,2026-05-29T03:21:52.706304,13.22533079,.0449753,98.8715,218.8484,343.9563,42.0541,0,U,30928,999,92561,.83408E-3,.558E-5,0
FENGYUN 1C DEB,1999-025AZU,2026-05-28T12:58:34.777056,14.37803681,.0106941,98.1959,174.3301,325.3592,188.1230,0,U,30930,999,719,.33595E-3,.1037E-4,0
FENGYUN 1C DEB,1999-025AZV,2026-05-26T15:11:15.686016,14.01855763,.00913857,99.1503,209.8442,305.1007,211.0103,0,U,30931,999,98235,.74101191E-3,.1123E-4,0
FENGYUN 1C DEB,1999-025AZW,2026-05-28T06:57:02.647872,14.28723762,.0055093,98.9123,89.5121,164.8765,195.4078,0,U,30932,999,98771,.19877E-2,.504E-4,0
FENGYUN 1C DEB,1999-025AZX,2026-05-28T10:57:35.500032,14.40798144,.0068902,99.0541,145.1065,187.9020,326.1044,0,U,30933,999,98269,.35492E-2,.11655E-3,0
FENGYUN 1C DEB,1999-025AZY,2026-05-28T13:57:39.648960,13.47295759,.0341716,98.7559,10.1550,16.6624,344.5419,0,U,30934,999,93954,.16121E-2,.1368E-4,0
FENGYUN 1C DEB,1999-025BAA,2026-05-29T00:52:38.980992,14.23738043,.0047299,98.5602,180.5738,162.1719,228.1723,0,U,30936,999,99513,.45411E-3,.1007E-4,0
FENGYUN 1C DEB,1999-025BAB,2026-05-29T02:52:53.913216,13.95631235,.0074222,99.0602,203.9167,315.1682,72.1487,0,U,30937,999,98051,-.11826E-4,-.61E-6,0
FENGYUN 1C DEB,1999-025BAC,2026-05-28T23:39:24.841152,14.20071452,.0045226,98.5823,162.5579,217.4607,172.4166,0,U,30938,999,99493,.29342E-3,.589E-5,0
FENGYUN 1C DEB,1999-025BAE,2026-05-28T11:21:12.142944,14.08558804,.003943,98.6276,146.5754,249.3375,263.6068,0,U,30940,999,98479,.35024E-3,.564E-5,0
FENGYUN 1C DEB,1999-025BAF,2026-05-28T13:23:15.671328,14.32591816,.0031014,98.5402,7.8239,179.2781,180.8453,0,U,30941,999,99013,.16052E-2,.434E-4,0
FENGYUN 1C DEB,1999-025BAG,2026-05-28T11:09:40.826304,14.15024383,.0136524,98.6853,147.3033,350.1167,162.9486,0,U,30942,999,99002,.2481E-3,.482E-5,0
FENGYUN 1C DEB,1999-025BAH,2026-05-26T05:59:19.951872,14.04640580,.00488955,98.7888,160.0423,325.6287,34.1721,0,U,30943,999,98051,.37298289E-3,.56E-5,0
FENGYUN 1C DEB,1999-025BAJ,2026-05-29T00:03:02.054304,14.52698650,.0146825,98.8248,218.5861,314.6455,169.1176,0,U,30944,999,1480,.10406E-3,.431E-5,0
FENGYUN 1C DEB,1999-025BAK,2026-05-29T00:43:19.777728,14.31095919,.0027693,99.3800,175.8466,276.7643,148.2588,0,U,30945,999,98829,.14026E-2,.3664E-4,0
FENGYUN 1C DEB,1999-025BAL,2026-05-28T19:56:28.700736,14.48981348,.0088663,99.0564,280.8325,54.8789,98.1342,0,U,30946,999,754,.48032E-3,.186E-4,0
FENGYUN 1C DEB,1999-025BAM,2026-05-29T03:53:02.606208,14.38329322,.0097415,98.7939,47.9385,111.7518,249.4071,0,U,30947,999,895,.25188E-3,.763E-5,0
FENGYUN 1C DEB,1999-025BAP,2026-05-28T21:58:46.487712,14.14203437,.0116518,98.7065,143.9864,191.6361,198.0126,0,U,30949,999,98879,.1722E-3,.308E-5,0
FENGYUN 1C DEB,1999-025BAU,2026-05-28T18:56:05.309376,14.15603043,.0127851,98.7131,250.0785,70.5587,57.0130,0,U,30954,999,98750,.82709E-3,.1711E-4,0
FENGYUN 1C DEB,1999-025BAW,2026-05-29T01:45:20.863296,14.14774203,.0048868,98.7400,184.7390,222.6321,164.5500,0,U,30956,999,98673,.85763E-3,.1629E-4,0
FENGYUN 1C DEB,1999-025BAZ,2026-05-09T15:52:18.440256,14.39968122,.0050449,99.7023,102.2487,138.5553,221.9475,0,U,30959,999,62513,.11994E-2,.378E-4,0
FENGYUN 1C DEB,1999-025BBA,2026-05-28T14:40:43.131648,14.70006714,.0186018,99.0168,286.4719,6.7401,353.6239,0,U,30960,999,1124,.72929E-3,.5648E-4,0
FENGYUN 1C DEB,1999-025BBE,2026-05-28T20:14:41.543232,14.01216729,.0139799,98.6755,112.8126,129.0095,261.8661,0,U,30964,999,97735,.13976E-2,.2248E-4,0
FENGYUN 1C DEB,1999-025BBH,2026-05-28T08:15:00.482112,14.58431781,.0095452,98.7822,108.6072,90.1129,271.1006,0,U,30967,999,1433,.86116E-3,.4199E-4,0
FENGYUN 1C DEB,1999-025BBM,2026-05-29T04:10:45.938784,14.73074111,.0160689,99.1857,219.9588,34.3195,352.1505,0,U,30971,999,2180,.5212E-3,.4046E-4,0
FENGYUN 1C DEB,1999-025BBU,2026-05-23T20:37:05.509920,14.38724603,.00416131,98.2319,184.6117,92.9679,267.6272,0,U,30978,999,770,.7826695E-3,.2386E-4,0
FENGYUN 1C DEB,1999-025BBV,2026-05-28T11:52:46.875936,14.81845836,.0184514,97.8178,47.8958,58.6811,116.5784,0,U,30979,999,1589,.1307E-2,.13864E-3,0
FENGYUN 1C DEB,1999-025BBY,2026-05-28T04:51:45.078912,14.51386216,.01807344,98.2289,139.8917,159.8562,261.8361,0,U,30982,999,73468,.17615485E-3,.816E-5,0
FENGYUN 1C DEB,1999-025BCA,2026-05-28T08:49:51.895200,14.51520037,.0124744,98.2422,186.6464,215.4349,143.8512,0,U,30984,999,97580,.60592E-3,.2631E-4,0
FENGYUN 1C DEB,1999-025BCE,2026-05-28T09:47:32.830368,15.52312190,.006898,98.5491,128.2050,116.6763,244.1571,0,U,30988,999,2104,.19259E-2,.131349E-2,0
FENGYUN 1C DEB,1999-025BCF,2026-05-29T04:39:37.031040,14.14785559,.0086492,99.0413,229.8937,346.3238,13.5592,0,U,30989,999,98355,.10805E-2,.2114E-4,0
FENGYUN 1C DEB,1999-025BCK,2026-05-28T05:56:15.670176,14.37256986,.0016675,98.8443,250.0898,235.5435,153.3929,0,U,30993,999,99310,.18933E-2,.5608E-4,0
FENGYUN 1C DEB,1999-025BCL,2026-05-28T19:07:45.888096,14.11870051,.0018917,98.6962,157.2265,64.8414,295.4717,0,U,30994,999,98942,.16492E-3,.259E-5,0
FENGYUN 1C DEB,1999-025BCN,2026-05-27T16:59:52.405152,14.36207293,.00496697,98.9402,63.7788,161.5056,228.6818,0,U,30996,999,99945,.67919329E-3,.1963E-4,0
FENGYUN 1C DEB,1999-025BCQ,2026-05-28T04:56:05.714880,14.51007414,.00119642,98.8233,244.3828,61.7983,327.9969,0,U,30998,999,99602,.25259527E-2,.9966E-4,0
FENGYUN 1C DEB,1999-025BCR,2026-05-28T06:19:33.033792,14.59507613,.0110939,99.0957,342.8083,191.6489,168.2138,0,U,30999,999,1245,.63952E-3,.3248E-4,0
FENGYUN 1C DEB,1999-025BCS,2026-05-28T06:11:34.624032,14.10036759,.0162125,97.5543,155.4982,299.4143,73.6952,0,U,31000,999,72303,.43958E-3,.842E-5,0
FENGYUN 1C DEB,1999-025BCT,2026-05-29T04:10:00.905376,14.43380582,.0146258,99.2544,41.6334,20.5390,340.1596,0,U,31001,999,600,.49327E-3,.1837E-4,0
FENGYUN 1C DEB,1999-025BCU,2026-05-28T23:30:03.648960,13.99377596,.0097655,98.8806,160.9597,244.1015,144.9276,0,U,31002,999,97944,.33415E-3,.463E-5,0
FENGYUN 1C DEB,1999-025BCV,2026-05-29T03:40:37.330176,14.25821356,.0041268,98.8330,232.1651,91.4068,269.1839,0,U,31003,999,98894,.1359E-2,.3217E-4,0
FENGYUN 1C DEB,1999-025BCX,2026-05-27T19:19:22.613376,13.83907283,.01796712,98.6256,272.8446,232.8080,284.5589,0,U,31005,999,96577,.15562481E-2,.1917E-4,0
FENGYUN 1C DEB,1999-025BCZ,2026-05-28T22:33:38.767392,14.62217346,.0060019,98.0951,141.9694,232.6475,126.9250,0,U,31007,999,527,.15516E-2,.7978E-4,0
FENGYUN 1C DEB,1999-025BDB,2026-05-28T22:26:32.773056,14.00534425,.005658,98.9113,145.3944,133.4495,257.0526,0,U,31009,999,98201,.35237E-3,.488E-5,0
FENGYUN 1C DEB,1999-025BDC,2026-05-29T00:43:26.743296,14.28825852,.0105924,101.7315,357.6833,278.5131,80.4047,0,U,31010,999,98016,.31092E-2,.8267E-4,0
FENGYUN 1C DEB,1999-025BDE,2026-05-29T05:04:17.996160,14.28016196,.0082984,98.9010,55.5962,125.0372,27.2645,0,U,31012,999,118,.15982E-3,.366E-5,0
FENGYUN 1C DEB,1999-025BDG,2026-05-28T20:46:06.449088,13.98553239,.0089778,98.8883,124.1905,91.4920,299.0910,0,U,31014,999,98172,.37289E-3,.511E-5,0
FENGYUN 1C DEB,1999-025BDJ,2026-05-28T14:41:59.841024,14.30740000,.0113702,98.4259,164.4504,140.3786,348.5112,0,U,31016,999,99856,.25881E-3,.685E-5,0
FENGYUN 1C DEB,1999-025BDK,2026-05-27T17:07:04.412928,14.09040887,.0111575,98.6953,132.9392,239.4713,302.8958,0,U,31017,999,98633,.28896444E-3,.487E-5,0
FENGYUN 1C DEB,1999-025BDL,2026-05-28T04:26:32.786016,14.17986197,.00562025,99.0195,242.4521,13.3712,346.8937,0,U,31018,999,98413,.15368045E-2,.3151E-4,0
FENGYUN 1C DEB,1999-025BDM,2026-05-26T09:00:46.942848,11.83331799,.1104786,98.7229,293.3192,325.8468,50.4614,0,U,31019,999,57128,.30259059E-2,.1066E-4,0
FENGYUN 1C DEB,1999-025BDP,2026-05-28T14:25:56.557056,14.78000802,.0260977,98.3617,270.0561,69.2399,293.6563,0,U,31021,999,75895,.49434E-3,.6268E-4,0
FENGYUN 1C DEB,1999-025BDQ,2026-05-23T09:54:27.696384,13.90629695,.01110306,99.5013,35.7803,49.6256,311.4530,0,U,31022,999,64255,.33984958E-3,.399E-5,0
FENGYUN 1C DEB,1999-025BDR,2026-05-25T05:39:20.388960,14.06783315,.0083962,98.8288,131.6810,121.6802,239.2589,0,U,31023,999,71800,.19468352E-3,.292E-5,0
FENGYUN 1C DEB,1999-025BDS,2026-05-26T17:40:38.324352,14.21089601,.00749319,99.0435,68.9298,14.5804,345.7510,0,U,31024,999,99047,.23326606E-3,.474E-5,0
FENGYUN 1C DEB,1999-025BDT,2026-05-27T16:55:17.239296,14.21026904,.01703573,98.5923,138.3301,251.6011,106.6577,0,U,31025,999,66722,.31641908E-3,.749E-5,0
FENGYUN 1C DEB,1999-025BDU,2026-05-24T02:07:33.489984,13.83475298,.01355635,98.7922,74.0279,103.5176,274.5769,0,U,31026,999,70271,.12621672E-3,.11E-5,0
FENGYUN 1C DEB,1999-025BDW,2026-05-27T00:28:10.618176,13.89191583,.016433,98.7155,73.2480,201.2433,158.1850,0,U,31028,999,64298,.1808905E-3,.204E-5,0
FENGYUN 1C DEB,1999-025BDX,2026-05-29T05:34:56.652096,14.34667338,.0087781,98.8481,55.2409,302.3728,209.5754,0,U,31029,999,191,.30217E-3,.845E-5,0
FENGYUN 1C DEB,1999-025BDY,2026-05-29T03:20:58.567200,14.24359955,.0025298,98.7481,215.4136,318.9490,70.9922,0,U,31030,999,99087,.82628E-3,.1872E-4,0
FENGYUN 1C DEB,1999-025BDZ,2026-05-28T18:42:43.729920,14.21299632,.0029632,99.0762,75.3967,71.0699,347.3822,0,U,31031,999,99227,.40347E-3,.837E-5,0
FENGYUN 1C DEB,1999-025BEA,2026-05-28T18:26:18.843360,14.02993854,.0140203,99.3926,167.9065,98.2761,318.2047,0,U,31032,999,97323,.15217E-2,.2531E-4,0
FENGYUN 1C DEB,1999-025BEB,2026-05-29T04:59:55.156992,14.27692313,.0152211,98.4578,127.0716,338.7406,86.7280,0,U,31033,999,99735,.25577E-3,.668E-5,0
FENGYUN 1C DEB,1999-025BEE,2026-05-26T19:50:37.431168,14.49392967,.01388822,98.9269,267.7110,128.5742,21.9404,0,U,31036,999,59698,.22742953E-3,.928E-5,0
FENGYUN 1C DEB,1999-025BEG,2026-05-28T05:22:17.616864,14.46492224,.0084692,99.0073,247.5803,93.0644,268.0241,0,U,31038,999,637,.57010485E-3,.2093E-4,0
FENGYUN 1C DEB,1999-025BEJ,2026-05-28T11:26:49.253280,14.17907060,.006392,98.6701,139.2979,75.9606,75.1187,0,U,31040,999,99069,.29566E-3,.574E-5,0
FENGYUN 1C DEB,1999-025BEK,2026-05-29T01:50:42.190944,14.19277375,.0086326,99.1886,188.8451,204.9481,154.7510,0,U,31041,999,97862,.19993E-2,.4308E-4,0
FENGYUN 1C DEB,1999-025BEM,2026-05-28T23:56:58.877088,14.08701455,.0039845,98.7519,167.0258,249.7192,139.7759,0,U,31043,999,98342,.42985E-3,.703E-5,0
FENGYUN 1C DEB,1999-025BEQ,2026-05-29T01:36:15.694848,14.73462683,.0036266,98.9647,289.8285,303.5947,111.3636,0,U,31046,999,99099,.45081E-2,.29632E-3,0
FENGYUN 1C DEB,1999-025BER,2026-05-28T11:00:54.392832,14.14114696,.0027093,98.7063,146.5637,65.8907,87.8884,0,U,31047,999,98715,.38262E-3,.688E-5,0
FENGYUN 1C DEB,1999-025BEV,2026-05-26T08:23:13.595424,14.03160894,.00533656,98.7974,176.6359,37.8228,322.6670,0,U,31051,999,66127,.59940469E-4,.52E-6,0
FENGYUN 1C DEB,1999-025BEX,2026-05-28T06:35:07.651104,13.76630588,.0305169,98.8089,263.4859,9.4707,351.2024,0,U,31053,999,95767,.67326E-3,.89E-5,0
FENGYUN 1C DEB,1999-025BEY,2026-05-28T23:23:01.209120,14.12271321,.0009983,98.6824,161.8719,14.8388,14.9490,0,U,31054,999,99124,.15344E-3,.24E-5,0
FENGYUN 1C DEB,1999-025BEZ,2026-05-28T13:01:22.177056,14.10572981,.0025584,98.7379,180.3116,157.0467,358.5698,0,U,31055,999,98473,.35329E-3,.589E-5,0
FENGYUN 1C DEB,1999-025BFA,2026-05-29T04:45:57.280032,14.14538458,.0024556,98.6848,132.0265,219.8923,205.1234,0,U,31056,999,99185,.29333E-3,.522E-5,0
FENGYUN 1C DEB,1999-025BFB,2026-05-28T11:11:44.080224,14.81995465,.0133249,99.2356,218.2097,91.0498,270.5980,0,U,31057,999,64420,.11879E-2,.10938E-3,0
FENGYUN 1C DEB,1999-025BFC,2026-05-28T05:44:22.610976,14.79797957,.0087482,99.5811,133.7748,314.2412,45.1635,0,U,31058,999,1953,.1147E-2,.9148E-4,0
FENGYUN 1C DEB,1999-025BFG,2026-05-28T11:15:43.358112,13.75781138,.0170746,99.0071,326.7513,235.0183,151.0067,0,U,31062,999,96526,.22273E-3,.197E-5,0
FENGYUN 1C DEB,1999-025BFJ,2026-05-27T21:52:00.437952,14.22428623,.0239411,98.5909,131.4292,238.3610,150.9484,0,U,31064,999,99617,.14922E-3,.395E-5,0
FENGYUN 1C DEB,1999-025BFK,2026-05-19T18:26:12.863616,14.28864997,.00326837,98.4535,159.1052,285.2369,74.5200,0,U,31065,999,66834,.40339399E-3,.981E-5,0
FENGYUN 1C DEB,1999-025BFN,2026-05-25T16:24:06.797664,14.09337628,.01649087,98.6475,126.2567,13.6252,346.9292,0,U,31068,999,98664,.15610667E-3,.266E-5,0
FENGYUN 1C DEB,1999-025BFP,2026-05-28T07:52:41.985408,14.58376093,.0100622,99.1135,329.2964,293.3272,65.7361,0,U,31069,999,1109,.52825E-3,.2562E-4,0
FENGYUN 1C DEB,1999-025BFR,2026-05-26T01:18:37.986912,14.54092440,.00563766,99.0313,241.5494,146.6600,213.8165,0,U,31071,999,67881,.92834627E-3,.3952E-4,0
FENGYUN 1C DEB,1999-025BFS,2026-05-28T06:34:49.711872,14.26176782,.0207404,99.3238,169.4774,342.4385,16.9694,0,U,31072,999,99016,.58057E-3,.1688E-4,0
FENGYUN 1C DEB,1999-025BFT,2026-05-28T13:18:19.874016,14.25692943,.0043288,99.2084,11.6233,164.6218,195.6286,0,U,31073,999,99459,.10065E-2,.2363E-4,0
FENGYUN 1C DEB,1999-025BFU,2026-05-29T00:14:05.811072,14.15540395,.0085513,98.9600,69.6781,146.4323,214.2310,0,U,31074,999,97945,.20051E-2,.4019E-4,0
FENGYUN 1C DEB,1999-025BFY,2026-05-28T10:31:10.957728,14.22461006,.0115874,98.8442,214.6376,29.8697,348.0020,0,U,31078,999,99262,.42963E-3,.981E-5,0
FENGYUN 1C DEB,1999-025BGB,2026-05-26T07:39:12.814848,14.06332105,.00491054,98.7596,162.5771,128.1926,248.2740,0,U,31081,999,98774,.96512656E-4,.119E-5,0
FENGYUN 1C DEB,1999-025BGD,2026-05-29T01:14:31.668288,14.66925558,.0032004,98.6537,279.9732,149.5344,268.1398,0,U,31083,999,151,.33376E-2,.18807E-3,0
FENGYUN 1C DEB,1999-025BGF,2026-05-29T01:43:22.465056,14.30411931,.0085706,98.9723,0.2421,250.9127,261.6361,0,U,31085,999,108,.94553E-4,.208E-5,0
FENGYUN 1C DEB,1999-025BGH,2026-05-29T00:08:15.726048,14.61641630,.0171053,98.0874,170.8745,126.2103,266.8903,0,U,31087,999,1213,.81175E-3,.4926E-4,0
FENGYUN 1C DEB,1999-025BGJ,2026-05-29T00:41:24.279072,14.29990895,.0025948,99.3979,227.3409,299.4429,184.4029,0,U,31088,999,98939,.14579E-2,.3725E-4,0
FENGYUN 1C DEB,1999-025BGK,2026-05-28T21:36:01.639008,13.88615694,.0206529,98.9709,289.5081,117.8157,33.3939,0,U,31089,999,70379,.60537E-3,.823E-5,0
FENGYUN 1C DEB,1999-025BGL,2026-05-28T09:05:08.096352,15.73827687,.0028703,98.9819,297.9769,265.3200,94.4781,0,U,31090,999,3418,.22842E-2,.342381E-2,0
FENGYUN 1C DEB,1999-025BGM,2026-05-28T09:14:26.098656,13.54360251,.0287345,99.2425,119.7070,265.5961,91.2302,0,U,31091,999,63895,.62976E-3,.515E-5,0
FENGYUN 1C DEB,1999-025BGN,2026-05-28T06:40:54.247296,13.46846548,.0328413,99.7306,264.5165,85.4087,278.4473,0,U,31092,999,94123,.77801E-3,.613E-5,0
FENGYUN 1C DEB,1999-025BGP,2026-05-27T23:45:33.560064,13.80788773,.02095034,98.5933,337.1529,132.5118,229.3946,0,U,31093,999,96801,.38583784E-3,.442E-5,0
FENGYUN 1C DEB,1999-025BGQ,2026-05-29T02:18:56.462112,14.02815227,.0103897,98.8496,17.3050,302.6863,56.4316,0,U,31094,999,97965,.11221E-2,.1777E-4,0
FENGYUN 1C DEB,1999-025BGR,2026-05-29T02:03:29.657088,13.06735134,.0500596,98.5841,263.4207,151.2241,211.7493,0,U,31095,999,91633,.82885E-3,.476E-5,0
FENGYUN 1C DEB,1999-025BGT,2026-05-28T20:40:56.856288,14.50457174,.0015305,98.8654,284.9237,128.3028,23.0698,0,U,31097,999,99458,.29128E-2,.11375E-3,0
FENGYUN 1C DEB,1999-025BGU,2026-05-28T20:03:33.988320,14.55924492,.0014654,98.8749,281.6724,112.6934,247.5813,0,U,31098,999,99385,.35311E-2,.15516E-3,0
FENGYUN 1C DEB,1999-025BGV,2026-05-29T04:41:06.151776,14.28150907,.0063508,98.9250,50.4672,154.3198,358.9585,0,U,31099,999,99861,.22563E-3,.528E-5,0
FENGYUN 1C DEB,1999-025BGY,2026-05-29T01:20:33.001728,14.28272446,.0212453,99.0557,90.9528,43.6139,318.1617,0,U,31146,999,99153,.66619E-3,.2064E-4,0
FENGYUN 1C DEB,1999-025BHA,2026-05-27T15:50:05.973504,14.44456546,.01322684,98.8531,45.0839,276.3436,82.2704,0,U,31148,999,99925,.61478867E-3,.2306E-4,0
FENGYUN 1C DEB,1999-025BHC,2026-05-28T11:55:43.986432,14.12833773,.0015884,98.6821,157.1407,51.3709,101.8493,0,U,31150,999,98651,.15186E-3,.24E-5,0
FENGYUN 1C DEB,1999-025BHD,2026-05-28T23:20:53.729376,14.27566735,.0052312,99.1279,166.6651,262.7610,96.7620,0,U,31151,999,98359,.19632E-2,.4855E-4,0
FENGYUN 1C DEB,1999-025BHE,2026-05-28T05:57:24.904224,14.35966938,.0128003,98.4290,136.0932,256.2212,118.0216,0,U,31152,999,439,.68283E-4,.17E-5,0
FENGYUN 1C DEB,1999-025BHH,2026-05-27T03:19:46.348896,14.09069546,.00876797,99.0276,221.3977,258.7623,100.3682,0,U,31155,999,97916,.10341251E-2,.1812E-4,0
FENGYUN 1C DEB,1999-025BHK,2026-05-28T04:54:36.072288,14.22778424,.00995246,98.4945,130.6730,200.4474,159.2709,0,U,31157,999,99350,.1868852E-3,.399E-5,0
FENGYUN 1C DEB,1999-025BHL,2026-05-22T12:26:53.657376,14.34813689,.0044983,98.7694,228.5191,279.2260,80.3838,0,U,31158,999,66784,.78105E-3,.2196E-4,0
FENGYUN 1C DEB,1999-025BHM,2026-05-28T04:49:11.761248,15.74776477,.00537469,97.8052,127.6175,125.9608,234.6658,0,U,31159,999,2118,.14866236E-2,.244842E-2,0
FENGYUN 1C DEB,1999-025BHN,2026-05-29T02:28:29.543808,13.99655088,.0057432,99.0582,208.8273,152.0085,208.4188,0,U,31160,999,71940,.26947E-3,.356E-5,0
FENGYUN 1C DEB,1999-025BHP,2026-05-28T12:10:25.722624,14.09444011,.0067319,98.7334,170.2226,236.9494,122.5199,0,U,31161,999,98451,.28962E-3,.473E-5,0
FENGYUN 1C DEB,1999-025BHT,2026-05-28T10:48:57.379104,14.73690942,.0067544,98.8658,228.4502,76.2165,344.4473,0,U,31165,999,1198,.14587E-2,.9822E-4,0
FENGYUN 1C DEB,1999-025BHW,2026-05-28T20:51:10.027584,14.68992963,.0104269,98.9126,299.7201,265.6670,93.2614,0,U,31168,999,1550,.65284E-3,.4093E-4,0
FENGYUN 1C DEB,1999-025BHX,2026-05-29T01:22:27.043680,14.28041247,.0055238,99.1386,188.1812,254.3982,105.1097,0,U,31169,999,59491,.18021E-2,.4502E-4,0
FENGYUN 1C DEB,1999-025BHZ,2026-05-29T04:49:33.254976,14.38511458,.0146204,98.0255,132.6203,169.3849,255.5189,0,U,31171,999,98235,.22643E-2,.7801E-4,0
FENGYUN 1C DEB,1999-025BJA,2026-05-28T06:49:24.808224,14.31659887,.014984,98.4249,152.9465,134.9505,226.3945,0,U,31172,999,1,.13453E-3,.362E-5,0
FENGYUN 1C DEB,1999-025BJD,2026-05-19T07:05:18.927744,14.68467795,.0066043,98.3953,147.6590,37.1732,323.4018,0,U,31175,999,67945,.25517E-2,.15252E-3,0
FENGYUN 1C DEB,1999-025BJF,2026-05-29T05:32:54.541248,13.63469998,.0298675,98.7603,51.1277,235.3162,280.2443,0,U,31177,999,68493,.24646E-2,.2589E-4,0
FENGYUN 1C DEB,1999-025BJG,2026-05-28T07:34:50.438784,14.23527229,.012337,99.5083,168.8427,203.6457,155.9019,0,U,31178,999,98184,.14355E-2,.3483E-4,0
FENGYUN 1C DEB,1999-025BJH,2026-05-12T18:22:04.886112,13.92387092,.02131694,99.0070,153.6764,308.7776,49.4509,0,U,31179,999,64042,.56203523E-3,.825E-5,0
FENGYUN 1C DEB,1999-025BJJ,2026-05-26T14:34:17.081760,13.70587184,.04964302,99.2406,277.2549,347.6191,72.1539,0,U,31180,999,66325,.10557302E-3,.176E-5,0
FENGYUN 1C DEB,1999-025BJK,2026-05-27T14:09:32.891328,14.12438354,.0044963,98.7559,181.4966,323.6073,188.0201,0,U,31181,999,98108,.70583E-3,.1271E-4,0
FENGYUN 1C DEB,1999-025BJL,2026-05-28T22:36:05.148864,14.14791498,.0023492,98.6945,138.3763,24.0412,3.3319,0,U,31182,999,98445,.33398E-3,.603E-5,0
FENGYUN 1C DEB,1999-025BJM,2026-05-28T22:28:15.917376,14.52168071,.0044662,99.0446,150.2353,328.5567,60.4482,0,U,31183,999,99908,.13018E-2,.5296E-4,0
FENGYUN 1C DEB,1999-025BJP,2026-05-29T04:55:04.211904,14.03118582,.0040426,98.8402,145.8409,0.6452,359.4760,0,U,31185,999,64685,.38666E-3,.563E-5,0
FENGYUN 1C DEB,1999-025BJQ,2026-05-26T00:20:44.153952,14.13192741,.00250559,99.1810,70.5114,324.6843,96.0604,0,U,31186,999,98425,.34945579E-3,.609E-5,0
FENGYUN 1C DEB,1999-025BJR,2026-05-28T03:19:40.338048,14.65110890,.020636,99.2305,36.3093,77.6723,284.7494,0,U,31187,999,71532,.32259377E-2,.23746E-3,0
FENGYUN 1C DEB,1999-025BJS,2026-05-28T20:13:49.763712,14.24910868,.0061052,98.7339,220.7906,126.2121,299.6649,0,U,31188,999,98715,.15466E-2,.3642E-4,0
FENGYUN 1C DEB,1999-025BJU,2026-05-28T23:16:43.101120,14.03978954,.0068887,98.8109,161.6885,150.9168,209.5864,0,U,31190,999,97893,.8251E-3,.1289E-4,0
FENGYUN 1C DEB,1999-025BJV,2026-05-28T16:57:46.757088,14.41204441,.0093537,98.7751,59.0578,58.4525,302.5755,0,U,31191,999,397,.39317E-3,.1288E-4,0
FENGYUN 1C DEB,1999-025BJW,2026-05-27T16:03:48.466080,14.21438444,.02568401,98.5698,131.5433,342.4458,16.7964,0,U,31192,999,99100,.49452976E-3,.1461E-4,0
FENGYUN 1C DEB,1999-025BJY,2026-05-29T04:32:42.863136,14.37535621,.0057316,98.9528,50.1132,144.1238,216.3817,0,U,31194,999,99532,.7361E-3,.2201E-4,0
FENGYUN 1C DEB,1999-025BJZ,2026-05-28T08:34:54.916320,14.08068139,.0172771,98.7556,182.0134,71.5900,290.3969,0,U,31195,999,98443,.12041E-3,.194E-5,0
FENGYUN 1C DEB,1999-025BKA,2026-05-28T06:30:56.507040,14.25869261,.0059649,98.5183,161.9131,86.3053,274.4946,0,U,31196,999,65868,.49993E-3,.117E-4,0
FENGYUN 1C DEB,1999-025BKC,2026-05-29T02:17:07.592928,13.75565732,.02029,98.6113,241.9595,261.9517,95.8571,0,U,31198,999,65054,.1222E-3,.97E-6,0
FENGYUN 1C DEB,1999-025BKD,2026-05-26T10:09:54.433152,14.10104975,.0064727,98.7317,129.2552,151.8545,1.6665,0,U,31199,999,98480,.18591446E-3,.293E-5,0
FENGYUN 1C DEB,1999-025BKF,2026-05-29T02:14:02.596704,14.35992881,.0139322,98.9866,22.1887,220.1794,298.8777,0,U,31201,999,99652,.52193E-3,.1641E-4,0
FENGYUN 1C DEB,1999-025BKG,2026-05-28T08:05:54.686400,14.87261548,.0063442,96.5508,169.4746,337.4541,35.9667,0,U,31202,999,1550,.13926E-2,.12996E-3,0
FENGYUN 1C DEB,1999-025BKK,2026-05-28T14:01:14.211264,14.24073313,.0162761,99.2291,255.0114,81.3649,280.5929,0,U,31205,999,99585,.12287E-3,.275E-5,0
